item,ans_ind,ans_text,ans_prop,state
"93. When you stand outside with a long line of people waiting to get in somewhere, are you standing ""in line"" or ""on line"" (as in, ""I stood ___ in the cold for two hours before they opened the doors"")?",d,neither,0.29,OR
"93. When you stand outside with a long line of people waiting to get in somewhere, are you standing ""in line"" or ""on line"" (as in, ""I stood ___ in the cold for two hours before they opened the doors"")?",e,other,0.87,OR
"94. Do you say ""frosting"" or ""icing"" for the sweet spread one puts on a cake?",a,frosting,46.22,OR
"94. Do you say ""frosting"" or ""icing"" for the sweet spread one puts on a cake?",b,icing,4.36,OR
"94. Do you say ""frosting"" or ""icing"" for the sweet spread one puts on a cake?",c,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice",27.33,OR
"94. Do you say ""frosting"" or ""icing"" for the sweet spread one puts on a cake?",d,both,22.09,OR
"95. What is ""the City""?",a,New York City,31.37,OR
"95. What is ""the City""?",b,Boston,0.33,OR
"95. What is ""the City""?",c,DC,0.33,OR
"95. What is ""the City""?",d,LA,3.59,OR
"95. What is ""the City""?",e,Chicago,1.31,OR
"95. What is ""the City""?",f,other,63.07,OR
96. What is the distinction between dinner and supper?,a,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",4.39,OR
96. What is the distinction between dinner and supper?,b,"supper is an evening meal, dinner is the main meal",5.26,OR
96. What is the distinction between dinner and supper?,c,dinner takes place in a more formal setting than supper,9.06,OR
96. What is the distinction between dinner and supper?,d,there is no distinction; they both have the same meaning,23.68,OR
96. What is the distinction between dinner and supper?,e,I do not use the term supper,54.09,OR
96. What is the distinction between dinner and supper?,f,I don't use the term dinner,0.29,OR
96. What is the distinction between dinner and supper?,g,other,3.22,OR
97. Which of these terms do you prefer?,a,trash can,22.58,OR
97. Which of these terms do you prefer?,b,garbage can,35.48,OR
97. Which of these terms do you prefer?,c,rubbish bin,1.17,OR
97. Which of these terms do you prefer?,e,These words refer to different things,36.95,OR
97. Which of these terms do you prefer?,f,other,3.81,OR
98. Which of these terms do you prefer?,a,By accident,66.47,OR
98. Which of these terms do you prefer?,b,On accident,11.66,OR
98. Which of these terms do you prefer?,c,both,18.66,OR
98. Which of these terms do you prefer?,d,neither,2.33,OR
98. Which of these terms do you prefer?,e,other,0.87,OR
99. Which of these terms do you prefer for the small road parallel to the highway?,a,frontage road,34.4,OR
99. Which of these terms do you prefer for the small road parallel to the highway?,b,service road,11.66,OR
99. Which of these terms do you prefer for the small road parallel to the highway?,c,access road,16.62,OR
99. Which of these terms do you prefer for the small road parallel to the highway?,d,feeder road,0.29,OR
99. Which of these terms do you prefer for the small road parallel to the highway?,f,we have them but I have no word for them,24.78,OR
99. Which of these terms do you prefer for the small road parallel to the highway?,g,I've never heard of this concept,8.16,OR
99. Which of these terms do you prefer for the small road parallel to the highway?,h,other,4.08,OR
100. Do you cut or mow the lawn or grass?,a,cut the grass,4.71,OR
100. Do you cut or mow the lawn or grass?,b,cut the lawn,0.29,OR
100. Do you cut or mow the lawn or grass?,c,mow the grass,4.41,OR
100. Do you cut or mow the lawn or grass?,d,mow the lawn,85,OR
100. Do you cut or mow the lawn or grass?,e,other,5.59,OR
101. Do you pass in homework or hand in homework?,a,pass in,1.17,OR
101. Do you pass in homework or hand in homework?,b,hand in,78.13,OR
101. Do you pass in homework or hand in homework?,c,both,9.33,OR
101. Do you pass in homework or hand in homework?,d,neither,0.58,OR
101. Do you pass in homework or hand in homework?,e,other,10.79,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,a,waterbug,29.64,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,j,I have no word for this,13.17,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,k,other,23.95,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,b,Jesus bug,0.3,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,c,waterstrider,17.07,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,d,strider,0.3,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,e,water-spider,3.29,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,f,watercrawler,1.2,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,g,water beetle,0.9,OR
102. What do you call the insect that looks like a large thin spider and skitters along the top of water?,i,skimmer,10.18,OR
103. What do you call the thing from which you might drink water in a school?,a,bubbler,0.3,OR
103. What do you call the thing from which you might drink water in a school?,c,drinking fountain,73.37,OR
103. What do you call the thing from which you might drink water in a school?,d,water fountain,24.26,OR
103. What do you call the thing from which you might drink water in a school?,e,other,2.07,OR
104. What do you call a public railway system (normally underground)?,a,the subway,79.88,OR
104. What do you call a public railway system (normally underground)?,b,"the L, or the El",0.59,OR
104. What do you call a public railway system (normally underground)?,c,the T,0.89,OR
104. What do you call a public railway system (normally underground)?,d,the metro,3.85,OR
104. What do you call a public railway system (normally underground)?,e,BART,1.48,OR
104. What do you call a public railway system (normally underground)?,f,other,13.31,OR
105. What is your generic term for a sweetened carbonated beverage?,a,soda,39,OR
105. What is your generic term for a sweetened carbonated beverage?,j,other,4.99,OR
105. What is your generic term for a sweetened carbonated beverage?,b,pop,46.63,OR
105. What is your generic term for a sweetened carbonated beverage?,c,coke,4.4,OR
105. What is your generic term for a sweetened carbonated beverage?,e,soft drink,4.4,OR
105. What is your generic term for a sweetened carbonated beverage?,h,fizzy drink,0.29,OR
105. What is your generic term for a sweetened carbonated beverage?,i,dope,0.29,OR
106. What do you call the act of covering a house or area in front of a house with toilet paper?,a,tp'ing,83.38,OR
106. What do you call the act of covering a house or area in front of a house with toilet paper?,b,rolling,1.17,OR
106. What do you call the act of covering a house or area in front of a house with toilet paper?,c,toilet papering,8.75,OR
106. What do you call the act of covering a house or area in front of a house with toilet paper?,e,papering,1.17,OR
106. What do you call the act of covering a house or area in front of a house with toilet paper?,g,I have no word for this,4.08,OR
106. What do you call the act of covering a house or area in front of a house with toilet paper?,h,other,1.46,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,a,rubberneck,0.87,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,j,other,3.2,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,b,rubbernecking,12.5,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,c,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself",66.57,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,d,gapers' block,1.74,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,f,Lookie Lou,1.45,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,g,curiosity delay,0.29,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,h,gawk block,0.29,OR
107. What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?,i,I have no word for this,13.08,OR
108. What vowel do you use in bag?,a,"[] as in ""sat""",86.3,OR
108. What vowel do you use in bag?,c,"[e:] as in ""say""",11.08,OR
108. What vowel do you use in bag?,d,other,2.62,OR
109. What do you call the paper container in which you might bring home items you bought at the store?,a,bag,81.05,OR
109. What do you call the paper container in which you might bring home items you bought at the store?,b,sack,15.16,OR
109. What do you call the paper container in which you might bring home items you bought at the store?,d,other,3.79,OR
110. What do you call the night before Halloween?,b,trick night,0.29,OR
110. What do you call the night before Halloween?,c,mischief night,0.88,OR
110. What do you call the night before Halloween?,d,cabbage night,0.59,OR
110. What do you call the night before Halloween?,f,devil's night,4.4,OR
